Velocity, Acceleration, Altitude, Throttle, Pressure, Heating
260.6987088,1642.706055,51.26343506,903.8034792,2472.723635,174.2651022
267.665754,1611.556275,53.92386107,874.8697153,2532.323235,185.9128333
274.4300089,1579.304453,56.6926699,845.4692778,2582.433996,197.3614242
280.8708095,1546.450823,59.52381725,816.0688403,2621.908858,208.3182928
286.9823717,1512.998065,62.41357152,786.6684028,2650.75169,218.6865025
292.669883,1479.494123,65.31099777,757.7346389,2668.857782,228.2273685
298.1111369,1444.861304,68.30576298,728.3342014,2677.006588,237.1663127
303.2059949,1409.638808,71.3476788,698.9337639,2675.105694,245.26836
307.8762455,1374.404916,74.38351698,670,2663.773509,252.3599174
312.5064911,1382.933363,77.50786189,670,2647.107075,259.2078642
317.1848448,1392.086251,80.62059383,670,2629.732016,266.1645781
321.9091225,1401.271889,83.71983558,670,2611.680118,273.2258969
326.9177475,1410.793552,86.95909122,670,2592.003855,280.7484646
332.0605854,1420.3324,90.23768407,670,2571.229477,288.506596
337.0855095,1429.448089,93.39710292,670,2550.371936,296.1148265
342.4906424,1437.732386,96.75371865,670,2527.192875,304.3159013
348.0290916,1447.427127,100.1508452,670,2502.64454,312.7299309
353.7108422,1457.211328,103.5889948,670,2476.787372,321.3746257
359.5378409,1467.076437,107.0687114,670,2449.562232,330.2453077
365.3192943,1476.597051,110.4780723,670,2420.791689,339.0419297
371.3388042,1486.718095,113.9842475,670,2367.261757,346.9210312
377.6087182,1497.205761,117.5897373,670,2313.161111,354.6131209
384.026924,1543.594791,121.1807395,691.3333333,2261.310665,362.6371673
391.23746,1624.655979,124.8180969,732.6666667,2216.749923,372.6568918
399.3384149,1706.989092,128.5089401,774,2179.476991,384.9722764
407.8874679,1786.608511,132.0774968,813.3333333,2149.903184,398.8986148
417.4356038,1868.939311,135.7694295,853.3333333,2124.926902,415.3599998
428.0909995,1912.464818,139.6577979,870,2102.445132,434.5199493
439.0066167,1926.436601,143.6240418,869.4709302,2077.548056,454.2494399
449.5715353,1939.385701,147.4710673,868.6705426,2051.048406,473.3297439
460.8617244,1953.174561,151.590332,867.8294574,2020.378267,493.6708349
472.3473533,1967.150896,155.7883361,866.9883721,1986.966802,514.2801748
484.031179,1981.316221,160.0652533,866.1472868,1950.978492,535.1260896
495.5294143,1995.205854,164.2794712,865.3333333,1913.860864,555.4934726
507.6112889,2009.747059,168.7120361,864.4922481,1873.315488,576.7063093
519.8995312,2024.481225,173.223829,863.6511628,1830.728394,598.0525568
531.9904482,2038.925043,177.6655536,862.8372093,1787.751604,618.8018877
544.486187,2053.797332,182.2574163,862.0096899,1742.464651,639.9528879
556.9795496,2068.611737,186.848835,861.1957364,1696.533759,660.7755403
570.1029286,2084.115067,191.6712166,860.3546512,1647.81902,682.2719926
583.446047,2099.818218,196.572702,859.5135659,1598.026467,703.7067529
597.0115899,2115.72282,201.553168,858.6724806,1547.352152,725.0376731
610.1297202,2131.046492,206.3658361,857.872093,1498.487732,745.2011219
623.9092988,2147.084778,211.4165213,857.0445736,1447.484884,765.869315
637.9117577,2163.323362,216.5431252,856.2170543,1396.165745,786.3152014
652.1396191,2179.764278,221.7454058,855.3895349,1344.700553,806.4978381
666.3565682,2196.135169,226.9359666,854.5755814,1294.095531,826.0532731
680.7964145,2212.706144,232.199194,853.7616279,1243.656887,845.2762072
695.2152674,2229.198358,237.4452652,852.9612403,1194.358561,863.8177199
710.1042547,2246.173379,242.8516791,852.1472868,1144.661658,882.2696072
725.2232597,2263.356095,248.329761,851.3333333,1095.530501,900.2779497
740.3205194,2281.195971,253.7860663,850.5329457,1009.714969,901.3387559
756.1730871,2299.200355,259.4995477,849.7054264,956.2295415,915.0441584
772.0057956,2317.101442,265.1906101,848.8914729,905.7541781,928.1857888
788.0786849,2335.1987,270.9518998,848.0775194,857.3723938,940.9850584
804.3939232,2353.498254,276.7829681,847.2635659,811.0556291,953.437047
820.9537156,2372.006476,282.6833386,846.4496124,766.7695046,965.5379697
836.9140808,2389.788599,288.3524385,845.6763566,726.5424535,976.706116
852.3953018,2199.322153,294.282618,844.875969,684.7356341,983.5264646
867.3296532,2214.626798,300.2664587,844.0755814,644.0184132,987.4856862
882.2192864,2229.931397,306.2006322,843.2887597,606.2268744,991.1866476
897.8403907,2246.004631,312.3938806,842.4748062,569.3402388,994.8089164
912.6208631,2261.211169,318.2245242,841.7151163,536.8331625,997.9958649
928.6731584,2277.71363,324.5257728,840.9011628,503.9539705,1001.199456
944.6770005,2294.148173,330.7767913,840.1007752,473.4873944,1004.134882
960.8993513,2310.787251,337.0822639,839.3003876,444.771937,1006.856607
976.7806143,2327.058113,343.2257714,838.5271318,418.6061947,1009.283419
993.4367197,2344.105889,349.6384526,837.7267442,393.068541,1011.586856
1010.603785,2361.662254,356.2157379,836.9127907,368.6257045,1013.713829
1028.295176,2379.744224,362.9603854,836.0852713,345.2687688,1015.656428
1045.341054,2397.16096,369.4272303,835.2984496,324.3808206,1017.301332
1062.308074,2414.49638,375.8336585,834.5251938,305.039215,1018.729553
1078.88352,2431.435236,382.0631774,833.7790698,287.4323988,1019.934446
1096.888857,2449.843918,388.7978775,832.9786822,269.6368613,1021.042297
1115.128568,2468.506162,395.5863523,832.1782946,252.910116,1021.964038
1133.920084,2487.752682,402.544826,831.3643411,236.9344,1022.716186
1152.95871,2507.277654,409.5584707,830.5503876,221.9425327,1023.287602
1171.599968,2526.424442,416.3905342,829.7635659,208.3322549,1023.674143
1190.804375,2546.184513,423.3928027,828.9631783,195.3259444,1023.906259
1210.918831,2566.923594,430.6877312,828.1356589,182.716588,1023.982225
1230.627068,2587.290602,437.79669,827.3352713,171.2835259,1023.903744
1250.927601,2608.322511,445.0794928,826.5213178,160.3804054,1023.677714
1270.801762,2628.968671,452.1703786,825.7344961,150.493706,1023.325781
1290.945263,2468.662299,459.4342689,824.9341085,140.9848614,1022.060513
1309.581618,2420.781315,466.865343,824.120155,131.5182394,1015.798621
1327.458128,2438.177484,473.9606097,823.3468992,123.1306447,1009.835191
1346.504178,2456.749341,481.4665197,822.5329457,114.9034813,1003.651796
1365.463846,2475.27916,488.884124,821.7325581,107.3732796,997.6668956
1383.673597,2493.118968,495.9579215,820.9728682,100.7037481,992.0752443
1403.086845,2512.187461,503.445402,820.1724806,94.14550486,986.2792177
1423.07161,2531.874282,511.0958834,819.3585271,87.93498719,980.4867048
1443.303623,2551.867012,518.7822839,818.5445736,82.15441476,974.7984715
1464.129212,2572.515354,526.6331049,817.7170543,76.68671823,969.1240932
1484.520769,2592.804556,534.2608536,816.9166667,71.76291831,963.7417146
1505.863825,2614.119332,542.1821414,816.0891473,67.02228507,958.2881854
1526.049294,2634.355273,549.6156474,815.3158915,62.89173545,953.2961617
1547.552731,2655.998181,557.4728961,814.501938,58.8342132,948.1515753
1569.321483,2678.001347,565.3629303,813.6879845,55.05385095,943.1218141
1591.728467,2700.750875,573.4174879,812.8604651,51.47444524,938.1278339
1614.042502,2723.511346,581.3718939,812.0465116,48.19495403,933.3352622
1637.011042,2747.052478,589.4906728,811.2189922,45.08861845,928.5863297
1660.268314,2771.009734,597.6408699,810.3914729,42.19567327,923.9639692
1683.818239,2795.395042,605.821814,809.5639535,39.5009185,919.4703065
1707.664854,2820.220734,614.0328299,808.7364341,36.99025693,915.1074377
1731.414005,2845.081436,622.1378991,807.9224806,34.68766268,910.9457884
1755.861551,2870.818856,630.4064811,807.0949612,32.5044258,906.8488449
1780.210183,2896.60233,638.5667602,806.2810078,30.50127653,902.9531607
1804.449139,2922.421782,646.6166874,805.4806202,28.66136698,899.2542472
1829.585384,2778.829536,654.9654011,804.6531008,26.87813531,895.2211806
1851.969459,2670.327831,663.1959869,803.8391473,25.17097695,887.6131105
1874.0948,2692.183786,671.3012931,803.0387597,23.60608388,880.2018907
1896.8586,2714.78831,679.5552301,802.2248062,22.12561984,872.9432137
1919.505454,2737.39799,687.6818799,801.4244186,20.77080381,866.0748653
1942.806613,2760.789891,695.9558882,800.6104651,19.48805586,859.3600852
1965.594221,2784.21314,703.9625074,800,18.3324803,853.1250292
1990.25712,2811.273473,712.5295594,800,17.18239671,846.7519838
2014.028027,2837.513018,720.6891592,800,16.16375316,840.9707796
2038.507832,2864.700355,728.9932879,800,15.19799903,835.3712703
2063.717013,2892.856112,737.4413574,800,14.28333174,829.9642328
2088.838307,2921.03614,745.7557037,800,13.44489449,824.9278953
2114.289055,2949.777097,754.0745606,800,12.66266149,820.1672908
2140.506949,2979.588708,762.5365072,800,11.92071772,815.6038744
2167.07613,3010.01445,771.0027407,800,11.22854587,811.3135396
2194.002312,3041.072829,779.4730529,800,10.58245613,807.2910205
2221.741831,3073.308579,788.0861751,800,9.969504025,803.4720557
2248.949554,3105.165764,796.4250146,800,9.415234124,800.030718
2276.983086,3138.241676,804.906189,800,8.888115413,796.7846807
2304.929635,3171.473173,813.2513814,800,8.402882043,793.8370068
2333.727467,3205.990744,821.7385022,800,7.940957833,791.0864053
2362.439193,3240.685945,830.0890108,800,7.515321115,788.6204997
2392.029074,3276.740163,838.5809775,800,7.10973862,786.3548164
2422.524682,3314.219152,847.2142071,800,6.723595808,784.299374
2450.942147,3349.441935,855.1527501,800,6.390212161,782.6283687
2481.209518,3092.681827,863.6495272,800,6.052112711,780.5461899
2508.129439,3033.482579,872.0020264,800,5.725380003,775.7227593
2534.425636,3063.487348,880.0674537,800,5.429187683,771.2904384
2561.971346,3095.159028,888.4016599,800,5.141919461,766.9892835
2589.87164,3127.493538,896.7259597,800,4.872751163,762.9721122
2618.60693,3161.068022,905.1784016,800,4.616341913,759.1745419
2647.241677,3194.803817,913.4814176,800,4.379909902,755.7170133
2676.737352,3229.849072,921.9113122,800,4.154452925,752.4805678
2706.133947,3265.078895,930.1912275,800,3.946350607,749.5681303
2735.419428,3300.479885,938.3212811,800,3.754025779,746.9636173
2766.10018,3337.897942,946.7140627,800,3.56714727,744.5388971
2797.711539,3376.809688,955.2304888,800,3.38882596,742.3516697
2828.201669,3414.691154,963.3212589,800,3.229279442,740.5283095
2860.152589,3454.761476,971.6718278,800,3.074033234,738.9065992
2893.081583,3496.464619,980.1436257,800,2.925686481,737.5320706
2926.478338,3539.187472,988.5990169,800,2.786224621,736.4332178
2958.702802,3580.824514,996.6294516,800,2.661219863,735.6436776
2992.484414,3624.916237,1004.915262,800,2.539370035,735.090589
3027.314718,3670.858061,1013.318691,800,2.42272935,734.8037281
3063.229555,3718.749796,1021.838127,800,2.311164863,734.7981482
3099.683726,3767.908171,1030.337126,800,2.206155611,735.0828978
3134.676697,3327.402981,1038.814184,800,2.104582853,734.2465053
3167.058135,3366.70365,1047.262628,800,2.005126121,731.5531629
3199.359908,3406.297866,1055.546725,800,1.913148042,729.2114197
3230.507121,3444.851101,1063.401383,800,1.83069628,727.2658989
3262.599251,3484.963507,1071.359828,800,1.751596205,725.5692579
3296.758178,3528.09966,1079.683511,800,1.673364313,724.0930012
3331.401018,3572.317363,1087.972815,800,1.599751828,722.9292248
3365.41559,3616.200732,1095.965327,800,1.532592474,722.1004881
3399.904565,3661.175941,1103.923855,800,1.469225321,721.5659044
3436.611488,3709.58185,1112.236264,800,1.406560064,721.3227557
3473.279093,3758.498341,1120.380242,800,1.348450447,721.4032821
3511.084742,3809.530472,1128.613241,800,1.292819804,721.8128599
3548.256546,3860.307268,1136.549207,800,1.24199212,722.5279742
3585.905947,3778.362213,1144.444968,800,1.193944644,723.5150124
3618.567452,3377.355504,1152.171181,800,1.14616203,721.8484624
3651.859296,3417.85425,1160.102615,800,1.099089106,719.9230015
3685.600611,3459.33624,1167.983993,800,1.054736911,718.327029
3719.801359,3501.837721,1175.814184,800,1.012932737,717.0603147
3755.026048,3546.096897,1183.715064,800,0.972909149,716.1109905
3790.184787,3590.771181,1191.438524,800,0.935766447,715.5097188
3825.265571,3635.849318,1198.985912,800,0.901263611,715.2423467
3860.833737,3682.073861,1206.479044,800,0.868672098,715.2988992
3898.072646,3731.038971,1214.155675,800,0.836913945,715.6999739
3929.152761,1825.664777,1221.771367,500,0.804211905,712.7978282
3946.673354,1837.587786,1229.320416,500,0.767972429,702.7634721
3964.632034,1849.861124,1236.917879,500,0.73342049,693.0221267
3986.442318,2664.85467,1243.639235,500,0.706367734,687.6128948
4009.66947,2687.182205,1250.079431,500,0.682258574,683.6640789
4030.693378,2725.180912,1255.789117,500,0.661773271,680.392605
4050.337465,2804.782364,1261.008664,511,0.643765508,677.6206571
4072.188229,3021.418614,1266.421577,546.2,0.626105674,675.4836494
4095.800726,3243.171296,1271.801028,581.4,0.609637043,674.2856761
4120.122912,3460.931617,1276.925766,615.1333333,0.594907185,674.0177989
4146.729946,3689.210078,1282.131896,649.6,0.580861136,674.6368985
4175.611937,3750.708654,1287.418438,684.8,0.567459318,676.123893
4202.82894,3703.109049,1292.565465,719.2666667,0.554478524,677.0810853
4228.314538,3422.675218,1297.57448,753,0.541885247,677.484468
4255.121994,3616.540275,1302.770807,788.2,0.529229674,678.0369836
4283.389675,3416.09475,1308.043576,824.1333333,0.516961265,679.0592937
4309.596777,3447.765243,1313.283824,860.0666667,0.504619143,679.1328142
4337.154016,3626.651209,1318.491405,896,0.493005747,679.8789119
4366.198475,3810.569283,1323.666647,931.9333333,0.482106764,681.351219
4392.422637,3232.445956,1328.49574,940,0.471971559,682.2685459
4415.087027,3258.256572,1333.087644,940,0.462063775,682.0485237
4438.474479,3285.083725,1337.756171,940,0.45228677,681.9566409
4464.18369,3314.802556,1342.807773,940,0.442033444,682.0095127
4490.150221,3345.064087,1347.826106,940,0.432172501,682.2217393
4516.378416,3375.883315,1352.811158,940,0.422687285,682.5933968
4542.872742,3407.275796,1357.76292,940,0.41356199,683.1247119
4570.186873,3439.916615,1362.781409,940,0.404605915,683.8318394
4597.787923,3473.188937,1367.765206,940,0.395993868,684.7061651
4624.559668,3505.741651,1372.517,940,0.388036647,685.7034953
4652.738243,3540.306065,1377.432752,940,0.380057994,686.9078174
4680.074391,3574.135307,1382.119191,940,0.372684344,688.2237511
4708.851592,3610.06855,1386.966827,940,0.365289357,689.7621627
4737.942756,3646.731714,1391.779676,940,0.358174593,691.4730407
4767.353896,3684.147263,1396.557709,940,0.351328974,693.3579837
4796.493229,3721.567011,1401.206378,940,0.344871251,695.375823
4825.951841,3759.754752,1405.821555,940,0.338652509,697.5644066
4856.347217,3799.538292,1410.496365,940,0.332543917,699.9757692
4886.470062,3839.351612,1415.043783,940,0.32678118,702.5157223
4917.53912,3803.203863,1419.649379,940,0.321118345,705.2828568
4944.084525,3133.384649,1424.219945,940,0.315046909,706.1419472
4969.290374,3160.967898,1428.755424,940,0.308998615,706.4753602
4994.737396,3189.041127,1433.255777,940,0.303170568,706.962403
5019.397157,3216.464621,1437.543035,940,0.297775021,707.5748739
5044.807524,3244.950265,1441.886149,940,0.292461033,708.3470235
5070.461151,3273.944997,1446.195416,940,0.287335859,709.2682366
5095.300052,3302.247371,1450.296953,940,0.28259092,710.2926144
5120.370236,3331.043371,1454.367273,940,0.278007599,711.4556156
5145.675512,3360.346024,1458.406332,940,0.273580386,712.758146
5171.219792,3390.168819,1462.41409,940,0.269304008,714.2012087
5197.007095,3420.525728,1466.390502,940,0.265173438,715.7859317
5223.04155,3451.431229,1470.335523,940,0.261183872,717.5135565
5249.327402,3482.900326,1474.249101,940,0.257330728,719.3854525
5275.869012,3514.948577,1478.131188,940,0.253609625,721.4031067
5302.670866,3547.592117,1481.98173,940,0.250016381,723.5681332
5329.737577,3580.847688,1485.80067,940,0.24654701,725.8822813
5357.658477,3615.46059,1489.668186,940,0.243127717,728.4015378
5385.275167,3650.006984,1493.423071,940,0.239897272,731.0229858
5413.768089,3685.976557,1497.225039,940,0.236714583,733.860444
5857.877188,3722.668484,1500.993782,940,0,736.8622744
5887.64473,3760.841818,1504.806709,940,0,0
5918.350515,3800.649507,1508.661624,940,0,0
5948.772866,3840.48721,1512.404242,940,0,0
5980.791808,3882.847695,1516.26252,940,0,0
6013.498673,3566.633508,1520.157384,940,0,0
6039.854513,2971.726799,1524.087642,940,0,0
6065.454709,2998.027934,1527.97945,940,0,0
6090.80482,3024.289246,1531.760422,940,0,0
6116.389533,3051.014697,1535.504271,940,0,0
6142.212808,3078.216701,1539.210918,940,0,0
6168.278715,3105.90812,1542.880281,940,0,0
6195.099893,3134.649494,1546.581753,940,0,0
6221.66859,3163.370287,1550.175568,940,0,0
6248.492896,3192.622248,1553.731835,940,0,0
6275.054017,3221.841966,1557.183145,940,0,0
6302.398162,3252.190493,1560.664747,940,0,0
6330.545549,3283.716691,1564.17436,940,0,0
6356.822244,3313.412236,1567.384023,940,0,0
6385.523371,3346.142526,1570.817651,940,0,0
6414.520254,3379.525894,1574.211619,940,0,0
6443.262976,3412.933163,1577.502882,940,0,0
6472.862815,3447.669446,1580.817896,940,0,0
6502.775951,3483.12008,1584.092856,940,0,0
6533.008635,3519.30733,1587.327617,940,0,0
6562.987679,3555.550102,1590.462132,940,0,0
6593.872672,3593.266146,1593.616807,940,0,0
6624.50473,3631.056398,1596.672444,940,0,0
6655.470183,3669.649977,1599.688781,940,0,0
6687.381355,3709.839205,1602.722511,940,0,0
6719.041304,3750.134969,1605.658981,940,0,0
6751.675404,3792.116524,1608.610949,940,0,0
6784.059926,3834.229623,1611.46683,940,0,0
6817.448643,3878.126133,1614.336264,940,0,0
6850.589888,3922.182342,1617.110769,940,0,0
6883.469997,3966.374554,1619.792473,940,0,0
6917.386976,4012.470528,1622.486325,940,0,0
6927.815771,0,1625.196305,940,0,0
6927.459716,0,1627.838716,940,0,0
6927.098915,0,1630.516438,940,0,0
6926.740233,0,1633.178506,940,0,0
6926.383671,0,1635.824921,940,0,0
6926.02923,0,1638.455682,940,0,0
6925.690165,0,1641.211448,0,0,0
6925.366246,0,1643.615802,0,0,0
6925.044139,0,1646.006773,0,0,0
6924.730362,0,1648.335971,0,0,0
6924.418324,0,1650.667325,0,0,0
6924.108025,0,1652.970833,0,0,0
6923.877174,107.4588077,1655.261492,299.9999996,0,0
6925.972783,358.3873023,1657.538518,1000,0,0
6928.45978,358.608237,1659.753797,1000,0,0
6930.950629,358.8294444,1661.95491,1000,0,0
6933.498443,359.0556401,1664.188268,1000,0,0
6936.050264,359.2821212,1666.406922,1000,0,0
6938.606086,359.5088881,1668.610908,1000,0,0
6941.165905,359.7359416,1670.800265,1000,0,0
6943.676263,359.9585428,1672.929871,1000,0,0
6946.243978,360.1861647,1675.090382,1000,0,0
6948.815675,360.4140747,1677.236373,1000,0,0
6951.391349,360.6422732,1679.367882,1000,0,0
6954.024781,360.8755242,1681.528896,1000,0,0
6956.716219,361.1138466,1683.718537,1000,0,0
6959.411956,361.352484,1685.892586,1000,0,0
6962.003904,361.5818729,1687.965044,1000,0,0
6964.599805,361.8115531,1690.023208,1000,0,0
6967.308067,362.0511139,1692.15197,1000,0,0
6969.966314,362.2861914,1694.223189,1000,0,0
6972.683042,362.5263813,1696.321448,1000,0,0
6975.349576,362.7620766,1698.362855,1000,0,0
6978.074749,363.0028981,1700.430776,1000,0,0
6980.80418,363.2440396,1702.483437,1000,0,0
6983.483147,363.4806692,1704.480282,1000,0,0
6986.220991,363.7224461,1706.502854,1000,0,0
6988.908193,363.9596997,1708.470293,1000,0,0
6991.489536,364.1875605,1710.343811,1000,0,0
6994.019577,364.4108496,1712.164588,1000,0,0
6996.553196,364.6344127,1713.97266,1000,0,0
6999.145583,364.8631194,1715.806947,1000,0,0
7001.686421,365.0872379,1717.589432,1000,0,0
7004.286176,365.3165132,1719.397647,1000,0,0
7006.834216,365.5411892,1721.154681,1000,0,0
7009.385813,365.7661418,1722.899175,1000,0,0
7011.940962,365.9913714,1724.631164,1000,0,0
7014.499659,366.2168786,1726.350682,1000,0,0
7017.117641,366.4475753,1728.094735,1000,0,0
7019.6835,366.6736452,1729.789142,1000,0,0
7022.30879,366.9049179,1731.507607,1000,0,0
7024.937767,367.1364826,1733.213194,1000,0,0
7027.514374,367.3634035,1734.870057,1000,0,0
7030.150634,367.5955474,1736.550268,1000,0,0
7032.790568,367.8279849,1738.217711,1000,0,0
7035.377887,368.0557618,1739.83734,1000,0,0
7038.194173,368.3036655,1741.584009,1000,0,0
7040.901705,368.5419674,1743.247331,1000,0,0
7043.669579,368.7855522,1744.931723,1000,0,0
7046.441422,369.0294593,1746.602434,1000,0,0
7049.21723,369.2736892,1748.259505,1000,0,0
7051.996998,369.5182425,1749.902974,1000,0,0
7054.780722,369.76312,1751.532886,1000,0,0
7057.568396,370.0083223,1753.14928,1000,0,0
7060.417029,370.2588642,1754.784772,1000,0,0
7063.269765,370.5097456,1756.406275,1000,0,0
7066.069423,370.7559394,1757.981819,1000,0,0
7068.815756,370.9974263,1759.512263,1000,0,0
7071.680527,371.2493099,1761.092894,1000,0,0
7074.549381,371.5015357,1762.65971,1000,0,0
7077.422314,371.7541045,1764.212755,1000,0,0
7080.24174,372.0019554,1765.721421,1000,0,0
7083.122733,372.2552053,1767.24733,1000,0,0
7086.00779,372.5088003,1768.759598,1000,0,0
7088.896905,372.762741,1770.25827,1000,0,0
7091.790075,373.0170282,1771.74339,1000,0,0
7094.687293,373.2716626,1773.215004,1000,0,0
7097.472428,373.5164389,1774.615088,1000,0,0
7100.377567,373.7717557,1776.060358,1000,0,0
7103.28674,374.0274219,1777.492251,1000,0,0
7106.199942,374.2834381,1778.910814,1000,0,0
7109.058784,374.5346742,1780.288114,1000,0,0
7111.863025,374.7811103,1781.624973,1000,0,0
7114.788044,375.0381596,1783.004601,1000,0,0
7117.658452,375.2904103,1784.343873,1000,0,0
7120.591405,375.5481589,1785.697496,1000,0,0
7123.528358,375.8062619,1787.038054,1000,0,0
7126.410447,376.0595472,1788.339165,1000,0,0
7129.355305,376.3183538,1789.653983,1000,0,0
7132.304149,376.5775169,1790.955869,1000,0,0
7135.197877,376.8318433,1792.219213,1000,0,0
7138.095424,377.0865134,1793.470222,1000,0,0
7140.937535,377.3363202,1794.683781,1000,0,0
7143.901954,377.5968877,1795.935405,1000,0,0
7146.810929,377.8525933,1797.149663,1000,0,0
7149.783188,378.1138746,1798.376164,1000,0,0
7152.759399,378.3755176,1799.590044,1000,0,0
7155.739557,378.6375228,1800.791348,1000,0,0
7158.723658,378.8998912,1801.980123,1000,0,0
7161.5921,379.1521071,1803.1096,1000,0,0
7164.583915,379.4151893,1804.273947,1000,0,0
7167.579658,379.6786369,1805.425898,1000,0,0
7170.519293,379.9371707,1806.54283,1000,0,0
7173.522801,380.2013439,1807.670374,1000,0,0
7176.470037,380.4605903,1808.763474,1000,0,0
7179.481291,380.7254922,1809.86679,1000,0,0
7182.49645,380.9907632,1810.957938,1000,0,0
7185.515509,381.2564041,1812.036962,1000,0,0
7188.538465,381.5224156,1813.103911,1000,0,0
7191.504736,381.7834674,1814.13785,1000,0,0
7194.535392,382.0502152,1815.181024,1000,0,0
7197.5092,382.31199,1816.191751,1000,0,0
7200.486733,382.5741237,1817.191055,1000,0,0
7203.407106,382.8312565,1818.158933,1000,0,0
7206.270092,383.0833676,1819.096103,1000,0,0
7209.319571,383.3519356,1820.081688,1000,0,0
7212.372908,383.6208805,1821.055559,1000,0,0
7215.430101,383.8902029,1822.017761,1000,0,0
7218.429886,384.1545061,1822.949446,1000,0,0
7221.494697,384.4245786,1823.888684,1000,0,0
7224.563351,384.6950312,1824.816394,1000,0,0
7227.512867,384.9550239,1825.696193,1000,0,0
7230.589036,385.2262235,1826.601444,1000,0,0
7233.607396,385.4923702,1827.477538,1000,0,0
7236.691139,385.7643278,1828.360282,1000,0,0
7239.655126,386.0257683,1829.197086,1000,0,0
7242.498913,386.2766483,1829.989291,1000,0,0
7245.345924,386.5278545,1830.772011,1000,0,0
7248.196157,386.7793877,1831.545281,1000,0,0
7251.111675,387.0367273,1832.325638,1000,0,0
7253.968411,387.2889234,1833.079912,1000,0,0
7256.890566,387.5469418,1833.840936,1000,0,0
7259.753791,387.7998035,1834.576366,1000,0,0
7262.620219,388.0529954,1835.302531,1000,0,0
7265.489848,388.3065181,1836.019468,1000,0,0
7268.362674,388.5603723,1836.727212,1000,0,0
7271.238694,388.8145586,1837.425803,1000,0,0
7274.117905,389.0690777,1838.115279,1000,0,0
7277.062998,389.3294743,1838.810364,1000,0,0
7279.948648,389.5846682,1839.481519,1000,0,0
7282.900315,389.8457555,1840.157964,1000,0,0
7285.855297,390.1071931,1840.825049,1000,0,0
7288.750614,390.3634079,1841.468916,1000,0,0
7291.775195,390.6311215,1842.131296,1000,0,0
7294.929466,390.9103807,1842.811027,1000,0,0
7298.087473,391.1900394,1843.480346,1000,0,0
7301.12267,391.4588884,1844.113142,1000,0,0
7304.287988,391.7393327,1844.762195,1000,0,0
