Velocity, Acceleration, Altitude, Heating
2078.525341,47900.76109,9283.054447,5.130001379
2032.356433,48533.76691,9291.852615,4.777057383
1983.122725,49218.42135,9300.261961,4.421754953
1936.568765,49875.09545,9307.317435,4.10478575
1886.027067,50598.40482,9314.021846,3.780500649
1843.037477,42684.46251,9319.56754,3.519208219
1801.291002,43195.2973,9324.38416,3.278469805
1757.615777,43736.77749,9328.485646,3.0402243
1713.432672,44292.00795,9331.686417,2.812689166
1670.978629,44832.69584,9333.888628,2.60622129
1625.774542,45416.28997,9335.319527,2.398861016
1580.03103,46015.33377,9335.836131,2.201513587
1534.513478,46620.00934,9335.448127,2.017019175
1487.668479,47251.4498,9334.137723,1.83893399
1440.252546,47900.22742,9331.899265,1.670286088
1393.865062,48544.53934,9328.849075,1.516071593
1345.297743,49229.56398,9324.772406,1.365500412
1297.780423,49910.38327,9319.936639,1.228470832
1252.198059,50573.61153,9314.534675,1.106148948
1207.47261,40987.5076,9307.974071,0.994676912
1166.972501,41474.78215,9300.255664,0.900969614
1126.116945,41973.77958,9291.587922,0.81271758
1084.911235,42484.92811,9281.967495,0.729821179
1044.753696,42991.01086,9271.759065,0.654688037
1002.885873,43527.38846,9260.255085,0.582044688
961.4079875,44068.0377,9248.004016,0.515560425
920.3550239,44612.77414,9235.050178,0.454898486
880.4797769,45151.65753,9221.683717,0.40066392
837.5311652,45743.66638,9206.422345,0.347189565
794.3967261,46351.40377,9190.185438,0.298407223
751.1398345,46975.50536,9172.969761,0.254205851
709.2871602,47594.98872,9155.394458,0.215719501
666.0603626,48253.26476,9136.244329,0.18016626
625.1929628,48895.7188,9117.136482,0.1502732
582.5726332,49590.73422,9096.056588,0.122739613
540.6231381,50305.79979,9073.982343,0.099063503
499.7079232,51041.80074,9050.910906,0.079045186
462.5478811,41838.04256,9027.249048,0.06336025
436.4472926,39242.8736,9003.051587,0.053811471
413.0341205,39659.30005,8978.810355,0.046109135
390.1881408,40115.41481,8951.878672,0.039349414
370.2149731,40582.16257,8923.953078,0.034038551
354.239554,41043.79588,8896.011671,0.030200045
342.6756042,41491.33044,8868.654325,0.027680176
335.1099794,41948.2308,8840.457379,0.026221702
331.9429221,42424.26306,8810.883539,0.025831683
333.71052,42919.91975,8779.884495,0.026621419
341.1034955,43454.18395,8746.274865,0.028871721
353.2383561,43974.13301,8713.41424,0.032551914
370.0292729,44506.84056,8679.644499,0.038004729
392.256485,45081.87392,8643.114104,0.046043404
416.7322656,45632.26488,8608.107963,0.056113716
444.8767113,46206.54822,8571.572087,0.069436014
474.1659177,46764.15677,8536.116315,0.085472539
507.5029669,47367.56954,8497.800336,0.106689425
541.103306,47953.78614,8460.656468,0.131583136
580.4714531,48622.40458,8418.420926,0.165698259
621.7490438,49309.93613,8375.169337,0.207812952
664.7446543,50017.19011,8330.900928,0.259347626
707.0443689,50708.13094,8287.903422,0.318505493
751.4337513,51431.06484,8243.208523,0.390561259
794.4359693,39384.98289,8198.3576,0.471518107
827.5623225,35092.85808,8151.788583,0.545028615
862.0340995,35449.72783,8102.633533,0.630757686
896.3892824,35807.81719,8053.326212,0.726311106
930.5996007,36166.97922,8003.915962,0.832389402
966.4422788,36546.21089,7951.822928,0.956268355
1002.743094,36933.50651,7898.735038,1.096205997
1037.0364,37302.4896,7848.289446,1.242966198
1071.728272,37678.94918,7796.978663,1.407065843
1108.711014,38083.92045,7741.983847,1.600800519
1145.501464,38490.64396,7686.98711,1.814444288
1182.725627,38906.19382,7631.06562,2.053700705
1221.693629,39345.67562,7572.244058,2.331251015
1261.134378,39795.26181,7512.436136,2.642903811
1300.384062,40247.55685,7452.665305,2.986507404
1338.071001,40686.53987,7395.055492,3.35060822
1378.924137,41167.71976,7332.383861,3.786459629
1419.581722,41652.21148,7269.804751,4.266500871
1458.623945,42122.8436,7209.537404,4.774769638
1500.951203,42639.17313,7144.028243,5.382813829
1542.363699,43150.62034,7079.785351,6.040207504
1584.272424,43674.65954,7014.645153,6.774058711
1628.15784,44230.54686,6946.31984,7.623143963
1671.848718,44791.39086,6878.207957,8.557860044
1716.836535,45376.81538,6808.007697,9.622149033
1738.587976,579.4857947,6739.266469,10.36906135
1742.27717,633.1315221,6668.489374,10.84269361
1745.983719,692.5582521,6596.864,11.34611628
1749.511557,766.327702,6528.101252,11.85339218
1753.2865,858.8221195,6453.591798,12.4307618
1756.986052,960.04739,6379.490229,13.03502736
1760.6031,1070.647324,6305.848013,13.66682057
1764.315108,1197.987894,6228.846283,14.36255603
1767.925553,1337.52805,6152.326646,15.09140239
1771.48521,1492.94337,6075.025623,15.86765037
1775.039912,1669.189447,5995.628517,16.70899614
1778.513711,1865.951452,5915.456176,17.60627631
1781.889555,2085.656513,5834.527904,18.56324275
1785.148265,2331.005756,5752.865078,19.58381006
1788.217558,2600.179025,5671.87056,20.65331303
1791.177651,2905.57523,5588.825182,21.81210533
1793.903789,3240.550522,5506.525755,23.02563086
1796.458558,3620.440657,5422.215161,24.33919161
1798.724251,4036.851197,5338.739565,25.71300269
1800.740599,4508.666912,5253.309741,27.19756191
1802.374889,5016.010471,5170.253042,28.719928
1803.619562,5558.526854,5089.661186,30.27401905
1804.48285,6146.549874,5010.171328,31.88302237
1804.962236,6838.425168,4926.036267,33.67026814
1804.977332,7611.254394,4843.102012,35.51954333
1804.451567,8524.282572,4755.610736,37.56594754
1803.299337,9550.897117,4668.010341,39.7128699
1801.441644,10703.50342,4580.400954,41.95621929
1798.792624,11994.98958,4492.895537,44.28913707
1795.459089,13362.42266,4409.976646,46.57917093
1791.162006,14905.86662,4325.941122,48.97067919
1785.6588,16675.199,4239.516217,51.49242318
1778.977232,18630.08037,4153.780122,54.04023427
1771.301861,20703.03084,4071.736691,56.50186206
1762.008552,23040.16363,3987.932189,59.01529617
1751.635668,25483.59136,3908.166854,61.37830717
1739.831893,28099.65347,3829.852993,63.63824282
1726.795318,30823.21818,3754.536308,65.72060997
1711.517716,33827.08289,3677.286612,67.72211981
1694.666203,36932.56133,3602.411338,69.48628135
1676.308603,40087.5934,3530.216604,70.97481098
1656.56602,43227.17372,3461.013595,72.15690083
1635.974086,46224.50978,3396.181679,73.00052788
1614.808138,49003.0707,3335.837874,73.51408096
1592.983945,51529.22643,3279.112336,73.71912261
1571.560343,53646.53856,3227.994678,73.63958127
1550.075622,55370.39705,3180.648995,73.31149701
1528.064871,56667.91204,3135.745888,72.74269994
1505.875745,57424.00614,3093.843726,71.95046257
1484.57887,57542.41791,3056.638437,70.99568262
1465.078341,57040.51227,3025.146283,69.95890964
1447.426539,56000.91344,2998.865505,68.8847071
1430.469113,54398.83261,2975.817626,67.72433456
1414.652211,52298.43825,2956.570999,66.51669571
1400.971171,49955.28678,2942.03408,65.36016647
1387.699245,47174.27187,2930.252645,64.12067844
1375.958463,44274.65573,2922.228882,62.90779588
1365.23511,41261.37033,2917.399366,61.68358075
1355.761761,38320.95895,2915.634562,60.48989868
1347.36225,35517.9725,2916.507461,59.32627137
1339.752729,32849.0921,2919.703984,58.17208788
1332.598791,30262.58624,2925.192919,56.98782953
1326.070047,27872.91412,2932.648225,55.81356868
1320.169184,25722.50848,2941.667865,54.66912803
1314.795124,23800.1403,2951.967349,53.55478792
1309.69778,22032.46721,2963.718856,52.43320673
1305.074965,20494.38595,2976.136272,51.36230851
1300.48209,19042.2528,2990.186263,50.24986531
1295.817713,22418.67893,3005.120045,49.11782601
1289.057098,29043.31304,3021.226154,47.73178373
1279.902034,33701.91668,3038.75095,46.07024538
1268.066824,36707.71016,3058.653124,44.09645178
1253.84593,38162.67148,3080.828626,41.88210091
1238.331712,38349.88585,3104.009021,39.60983024
1220.626034,37591.34508,3129.588671,37.17388115
1201.205721,36057.02548,3156.952948,34.67061184
1179.609356,33899.99216,3186.813182,32.07222784
1158.357109,31589.18531,3215.759283,29.68930804
1134.719005,29104.67791,3247.51743,27.22609586
1110.280571,26950.82733,3279.610663,24.87713788
1085.318418,25110.89268,3311.602395,22.66922084
1060.203673,23620.50147,3343.09173,20.62574255
1035.717148,22423.80692,3373.232049,18.79031301
1011.420277,21113.33652,3402.775471,17.10849626
988.6481138,19407.05541,3431.067881,15.63864782
968.5209172,17986.79235,3456.795844,14.41899924
949.3759543,16711.55567,3481.844449,13.32623958
931.1338913,15564.40153,3506.172201,12.34456678
914.8517399,14595.84968,3528.202079,11.51623661
898.4118496,13670.22696,3550.673552,10.72458261
882.9130707,12845.09265,3571.98798,10.01840197
868.2680746,12107.17907,3592.158363,9.386084235
854.4012331,11445.34106,3611.196576,8.8179544
841.6743804,10869.00848,3628.534684,8.32213445
829.1537668,10330.63009,3645.378732,7.857748416
817.2391255,9844.275804,3661.122203,7.436940371
805.8858154,9404.057184,3675.774372,7.054719902
795.0543612,9004.896606,3689.344576,6.706804515
784.7097244,8642.40706,3701.84157,6.389505256
774.8206923,8312.782249,3713.273792,6.099629677
765.5189173,8007.836639,3723.485722,5.838752843
756.6162877,7730.799264,3732.687903,5.599591182
747.9464356,7475.62439,3741.022092,5.376456699
739.6399221,7244.824377,3748.334554,5.171629712
731.8053148,7039.587185,3754.538881,4.986405897
724.2826461,6854.110059,3759.774716,4.815790727
717.1750101,6689.537519,3763.986348,4.661075456
710.1063274,6536.439866,3767.375517,4.513451435
703.3114462,6399.537401,3769.789147,4.377420873
696.9900419,6281.552206,3771.202791,4.256060057
690.7963372,6175.094958,3771.720701,4.14203645
684.9289701,6082.993269,3771.332182,4.038523589
679.0789735,6000.084194,3770.00121,3.939733121
673.441491,5929.105946,3767.732724,3.848769036
668.2731568,5872.208975,3764.715798,3.769097841
663.0202922,5822.929946,3760.639843,3.691851368
658.03325,5784.679865,3755.738443,3.622075532
653.1337209,5755.804276,3749.852606,3.556994411
648.3985857,5736.734307,3743.064874,3.49746235
643.8939941,5727.29774,3735.518153,3.443994843
639.4585539,5726.973392,3726.964086,3.3944628
635.1611589,5735.841466,3717.530784,3.34951836
630.9931291,5753.786223,3707.225901,3.308886786
627.0788495,5779.684365,3696.44386,3.273467246
623.1399056,5815.279787,3684.449152,3.240582745
619.3044711,5859.818785,3671.607784,3.211293476
615.5636821,5913.322346,3657.928603,3.185383403
612.2704673,5969.178716,3644.908851,3.164781941
608.6846139,6039.868768,3629.6641,3.144727412
605.3413113,6115.524073,3614.431327,3.128269973
601.9940775,6201.113157,3598.190596,3.113946144
598.6933354,6295.507367,3581.212638,3.101896031
595.3181626,6402.572339,3562.884449,3.09164225
591.9730004,6519.382534,3543.790277,3.083451175
588.6474382,6646.117542,3523.943051,3.0771307
585.3860665,6780.603059,3503.705215,3.07255017
582.17831,6922.524306,3483.126005,3.069441591
578.9587366,7074.255117,3461.881742,3.067527203
575.7170059,7235.968415,3439.986553,3.066613075
572.3289322,7413.940019,3416.667064,3.066505702
568.8939205,7602.944723,3392.683758,3.067021354
565.6348545,7789.433475,3369.716578,3.067850283
562.2543905,7989.356894,3345.777815,3.068820926
558.9221389,8192.002237,3322.157884,3.069668365
555.4481259,8408.196297,3297.599592,3.07021982
551.752794,8642.604015,3271.6419,3.070213781
548.412734,8857.505109,3248.394064,3.069514824
544.3636209,9120.748668,3220.557819,3.067597649
539.3238033,13071.26793,3193.656891,3.046349281
531.8566801,13295.34874,3166.939032,2.983205273
523.745218,13536.8295,3138.068154,2.914023926
515.6556389,13774.62463,3109.460714,2.844406824
507.3133877,14015.62373,3080.177442,2.771972267
499.4228729,14238.71399,3052.70001,2.702883791
490.858808,14474.54099,3023.133007,2.627307685
482.4751277,14698.13483,2994.456211,2.552787214
473.6980966,14923.59535,2964.723072,2.474280312
464.8208726,15141.7666,2934.95279,2.39446255
455.8506767,15351.28259,2905.177585,2.313494027
446.7960445,15550.80828,2875.429256,2.231563321
437.6667902,15739.05509,2845.739228,2.148884601
428.4739493,15914.80557,2816.138249,2.065694763
419.2296988,16076.91895,2786.656833,1.982248694
409.9472567,16224.36475,2757.324574,1.898816022
400.6407639,16356.24093,2728.170032,1.815676428
391.3251495,16471.78734,2699.220726,1.733114558
382.0159745,16570.39192,2670.503305,1.651414598
372.7292679,16651.61324,2642.043005,1.570855937
363.6350751,16714.27641,2614.330709,1.493014567
354.4413231,16760.41787,2586.449103,1.415503651
345.4702464,16788.58253,2559.347793,1.341135553
339.4941236,9052.583567,2532.079016,1.302564216
338.1271707,9404.956273,2504.67051,1.317327036
336.3982565,10009.86122,2478.898936,1.345499217
334.3195959,10313.93305,2451.59539,1.349325357
331.9916573,10619.93032,2423.703032,1.350586468
329.4485732,10921.04576,2395.717296,1.349103664
326.692804,11215.62331,2367.672262,1.344816128
323.7796501,11497.32416,2340.06932,1.337839181
320.724843,11765.06714,2312.940171,1.328319673
317.3727007,12030.97576,2284.912939,1.315737507
313.8343189,12284.2006,2256.954902,1.30045112
310.1202595,12523.4166,2229.096464,1.282570931
306.2424076,12747.44622,2201.366671,1.262238364
302.2821136,12951.94584,2174.251594,1.240016837
298.118956,13143.01951,2146.85833,1.215342622
293.8336401,13316.41939,2119.672726,1.188785365
289.4415541,13471.70694,2092.717821,1.160571428
285.1091993,13604.37004,2066.901179,1.131944636
280.5532893,13723.51655,2040.461613,1.101164684
275.9376921,13824.41488,2014.311647,1.069437096
271.2781042,13907.40014,1988.46731,1.036998669
266.6681207,13972.01558,1963.365804,1.004629321
262.1228348,14019.71637,1939.003087,0.972554241
257.73365,14051.55277,1915.784316,0.941519558
253.0427011,14070.98156,1891.246929,0.908372049
248.453579,14076.18802,1867.468591,0.876043485
243.8220492,14068.36273,1843.64913,0.843588127
239.2366056,14048.37779,1820.198843,0.811690051
234.7816734,14017.92622,1797.502542,0.780977748
230.4622972,13978.57107,1775.543573,0.751507152
226.0637336,13929.08473,1753.195763,0.721848649
221.7423774,13871.7276,1731.221892,0.693093925
217.5035893,13807.51891,1709.620541,0.665289746
213.4202574,13738.64415,1688.740008,0.638907913
209.3574702,13663.67655,1667.86902,0.613074594
205.4533103,13585.93819,1647.699404,0.588660407
201.5774263,13503.57025,1627.542862,0.564838282
197.9225448,13421.44663,1608.393502,0.542767546
194.237362,13334.54377,1588.924794,0.520912703
190.7087856,13247.71559,1570.112902,0.500372419
187.2744284,13160.02023,1551.624346,0.480752004
183.8779484,13070.39647,1533.147258,0.46171622
180.5775033,12980.72277,1514.990511,0.443576397
177.4246281,12892.82026,1497.441799,0.426582675
174.3111426,12803.98929,1479.898952,0.410127588
171.3394096,12717.42166,1462.939334,0.394728526
168.4071332,12630.37508,1445.98044,0.379831624
165.5637905,12544.47646,1429.304616,0.365672421
162.8529126,12461.24515,1413.175302,0.352438085
160.2686201,12380.70702,1397.571622,0.340065544
157.6776889,12298.79318,1381.685665,0.327902743
155.1689498,12218.34751,1366.052383,0.316358716
152.7407273,12139.40074,1350.664129,0.305405883
150.429894,12063.25331,1335.763735,0.29518646
148.1565223,11987.32952,1320.83895,0.285328919
145.9948573,11914.16505,1306.380165,0.27613835
143.8700736,11841.28458,1291.890022,0.267280174
141.8178798,11769.94949,1277.60808,0.258891994
139.8367226,11700.16557,1263.527477,0.25095221
137.9250413,11631.94753,1249.641296,0.243440062
136.081258,11565.31923,1235.942644,0.236335551
134.3037684,11500.31212,1222.424772,0.229619354
132.5909303,11436.96058,1209.081347,0.223272713
130.9410569,11375.30947,1195.906015,0.217277475
129.3524107,11315.41218,1182.892459,0.211616038
129.4071323,8273.813069,1170.422022,0.213969218
130.7177757,8616.088426,1157.412855,0.222800002
131.6880435,8922.861228,1144.508786,0.230117284
132.3618733,9196.369959,1131.744159,0.23602093
132.7740879,9434.831737,1119.369408,0.240558446
132.9823108,9663.559855,1106.07977,0.244226689
132.9900589,9828.455278,1093.444934,0.246335035
132.8474957,9973.921149,1080.151873,0.247624029
132.5696886,10099.99828,1066.880068,0.248147089
132.1751766,10208.47773,1053.642098,0.247997046
131.6805487,10301.16672,1040.448628,0.247261138
131.1111549,10378.40418,1027.5275,0.246046079
130.460991,10444.3331,1014.448504,0.244385521
129.7633017,10498.14595,1001.65395,0.242401415
129.0049155,10542.98305,988.7152526,0.240087831
128.2201385,10578.52334,976.0682009,0.237575253
127.4185517,10606.22649,963.7123255,0.234921008
126.5648416,10628.30848,951.0131948,0.232024469
125.6923956,10644.59678,938.4003008,0.229011482
124.8065964,10655.89567,925.8754322,0.225914153
123.9419802,10662.74953,913.8527775,0.222865741
123.0427659,10666.25079,901.5036879,0.219678743
122.172033,10666.68673,889.6517553,0.216583944
121.2725041,10664.56478,877.4797481,0.213383945
120.376593,10660.2525,865.3975941,0.210199018
119.501078,10654.24295,853.6037806,0.207092789
118.6179065,10646.6515,841.6980442,0.203968927
117.7578166,10638.00221,830.076517,0.20093858
116.9213963,10628.58014,818.7340028,0.198004988
116.0664588,10618.07796,807.0847911,0.195021905
115.2226905,10606.98125,795.5205883,0.192094623
114.3906045,10595.44184,784.0402414,0.189225523
113.584141,10583.78885,772.8317544,0.186462535
112.776216,10571.73449,761.5139402,0.183712934
111.9807577,10559.56295,750.2763683,0.181024443
111.2237356,10547.75686,739.4884818,0.178483627
110.4529486,10535.56513,728.4048948,0.175914902
109.7448269,10524.25025,718.1291855,0.173571621
108.9981209,10512.23435,707.192332,0.171118177
108.275836,10500.55977,696.5100182,0.168762337
107.5533293,10488.86008,685.7187251,0.166423082
106.8427593,10477.35313,674.9991487,0.164139506
106.1439218,10466.05514,664.3501082,0.161910239
105.4679606,10455.16191,653.9461244,0.15976972
104.8140983,10444.67158,643.782642,0.157714019
104.192594,10434.75112,634.0292105,0.155773611
103.5371685,10424.35222,623.6430262,0.153741656
102.8923401,10414.19474,613.3217544,0.151756981
102.2893484,10404.76768,603.5757878,0.149914029
101.6644889,10395.07599,593.378348,0.148017454
